Provider,total_claim,total_revenue,avg_claim,unique_patients,first_claim,last_claim,active_days,claims_per_day,days_since_lastclaim,PotentialFraud
PRV52914,49,12950,264.2857142857143,38,2009-01-11,2009-12-30,353,0.1384180790960452,1,No
PRV52916,12,5080,423.3333333333333,12,2009-02-07,2009-12-27,323,0.037037037037037035,4,No
PRV52917,21,3860,183.8095238095238,17,2009-01-06,2009-12-14,342,0.061224489795918366,17,No
PRV52918,5,4910,982.0,5,2009-03-11,2009-09-07,180,0.027624309392265192,115,No
PRV52919,46,7850,170.65217391304347,29,2009-01-15,2009-12-22,341,0.13450292397660818,9,No
PRV52920,14,1460,104.28571428571429,14,2009-01-15,2009-12-04,323,0.043209876543209874,27,No
PRV52921,33,11380,344.8484848484849,31,2009-01-09,2009-12-23,348,0.09455587392550144,8,No
PRV52922,20,6970,348.5,16,2009-01-31,2009-12-28,331,0.060240963855421686,3,No
PRV52924,8,2540,317.5,6,2009-01-30,2009-10-09,252,0.03162055335968379,83,No
PRV52926,9,2300,255.55555555555554,9,2009-02-04,2009-12-17,316,0.028391167192429023,14,No
PRV52928,34,8240,242.35294117647058,20,2008-12-29,2009-12-27,363,0.09340659340659341,4,No
PRV52929,22,5840,265.45454545454544,14,2009-02-06,2009-12-26,323,0.06790123456790123,5,No
PRV52930,93,24300,261.2903225806452,51,2009-01-01,2009-12-20,353,0.2627118644067797,11,No
PRV52931,13,2970,228.46153846153845,13,2009-01-09,2009-11-29,324,0.04,32,No
PRV52932,34,13580,399.4117647058824,30,2009-01-14,2009-11-07,297,0.11409395973154363,54,No
PRV52933,3,1390,463.3333333333333,3,2009-02-14,2009-12-22,311,0.009615384615384616,9,Yes
PRV52934,26,8470,325.7692307692308,16,2009-01-18,2009-12-20,336,0.0771513353115727,11,No
PRV52935,215,87330,406.1860465116279,80,2008-12-27,2009-12-29,367,0.5842391304347826,2,No
PRV52936,79,17980,227.59493670886076,26,2009-01-03,2009-12-27,358,0.2200557103064067,4,No
PRV52937,17,2070,121.76470588235294,14,2009-01-08,2009-12-10,336,0.050445103857566766,21,No
PRV52938,2,4200,2100.0,2,2009-01-24,2009-08-27,215,0.009259259259259259,126,No
PRV52940,6,940,156.66666666666666,6,2009-01-19,2009-12-11,326,0.01834862385321101,20,No
PRV52941,33,8670,262.72727272727275,30,2009-01-17,2009-12-06,323,0.10185185185185185,25,No
PRV52942,28,7080,252.85714285714286,26,2009-01-02,2009-12-13,345,0.08092485549132948,18,No
PRV52943,26,6140,236.15384615384616,24,2009-01-15,2009-12-19,338,0.07669616519174041,12,No
PRV52944,2,3040,1520.0,2,2009-05-19,2009-11-01,166,0.011976047904191617,60,No
PRV52945,31,5040,162.58064516129033,20,2009-01-07,2009-12-31,358,0.08635097493036212,0,No
PRV52948,80,22310,278.875,42,2008-12-22,2009-12-29,372,0.21447721179624665,2,No
PRV52949,64,21570,337.03125,43,2008-12-22,2009-12-28,371,0.17204301075268819,3,No
PRV52950,90,25760,286.22222222222223,54,2009-01-01,2009-12-30,363,0.24725274725274726,1,No
PRV52951,16,9840,615.0,16,2009-02-12,2009-12-31,322,0.04953560371517028,0,No
PRV52952,1,600,600.0,1,2009-01-19,2009-01-19,0,1.0,346,No
PRV52953,63,16300,258.73015873015873,46,2009-01-01,2009-12-30,363,0.17307692307692307,1,No
PRV52954,1,2100,2100.0,1,2009-03-12,2009-03-12,0,1.0,294,No
PRV52955,58,12860,221.72413793103448,51,2009-01-03,2009-12-18,349,0.1657142857142857,13,No
PRV52956,13,1860,143.07692307692307,6,2009-01-08,2009-09-26,261,0.04961832061068702,96,No
PRV52958,12,1490,124.16666666666667,12,2009-01-16,2009-12-29,347,0.034482758620689655,2,No
PRV52961,4,320,80.0,4,2009-01-16,2009-07-22,187,0.02127659574468085,162,No
PRV52962,9,2800,311.1111111111111,7,2009-03-18,2009-11-04,231,0.03879310344827586,57,No
PRV52963,8,840,105.0,7,2009-02-19,2009-12-24,308,0.025889967637540454,7,No
PRV52964,70,16630,237.57142857142858,32,2009-01-02,2009-12-31,363,0.19230769230769232,0,No
PRV52966,3,710,236.66666666666666,3,2009-01-27,2009-07-17,171,0.01744186046511628,167,No
PRV52980,456,120170,263.530701754386,193,2009-01-01,2009-12-31,364,1.2493150684931507,0,No
PRV52981,272,68920,253.38235294117646,130,2009-01-01,2009-12-30,363,0.7472527472527473,1,No
PRV52982,458,138320,302.0087336244541,194,2008-12-20,2009-12-31,376,1.2148541114058355,0,Yes
PRV52985,970,284920,293.7319587628866,393,2008-12-12,2009-12-31,384,2.5194805194805197,0,Yes
PRV52986,18,4770,265.0,16,2009-01-13,2009-12-06,327,0.054878048780487805,25,No
PRV52988,242,61250,253.099173553719,107,2008-12-24,2009-12-30,371,0.6505376344086021,1,No
PRV52989,89,21340,239.77528089887642,73,2009-01-04,2009-12-30,360,0.24653739612188366,1,Yes
PRV52990,40,11540,288.5,33,2009-01-04,2009-12-22,352,0.11331444759206799,9,Yes
PRV52991,37,10610,286.7567567567568,36,2008-12-18,2009-12-29,376,0.09814323607427056,2,No
PRV52993,8,2370,296.25,8,2009-02-02,2009-11-20,291,0.0273972602739726,41,No
PRV52996,25,10290,411.6,20,2009-01-11,2009-12-09,332,0.07507507507507508,22,No
PRV52998,15,3790,252.66666666666666,13,2009-01-05,2009-12-10,339,0.04411764705882353,21,No
PRV52999,34,12920,380.0,33,2009-01-16,2009-12-25,343,0.09883720930232558,6,No
PRV53000,509,148220,291.19842829076623,369,2008-12-13,2009-12-30,382,1.328981723237598,1,No
PRV53001,116,37740,325.3448275862069,91,2009-01-10,2009-12-27,351,0.32954545454545453,4,No
PRV53002,300,78700,262.3333333333333,118,2008-12-22,2009-12-30,373,0.8021390374331551,1,No
PRV53004,12,3790,315.8333333333333,12,2009-02-13,2009-12-13,303,0.039473684210526314,18,No
PRV53005,22,6590,299.54545454545456,18,2009-01-09,2009-12-15,340,0.06451612903225806,16,Yes
PRV53007,44,11910,270.6818181818182,32,2009-01-04,2009-12-14,344,0.12753623188405797,17,Yes
PRV53008,10,2170,217.0,10,2009-01-23,2009-12-24,335,0.02976190476190476,7,Yes
PRV53009,25,4310,172.4,15,2009-01-08,2009-12-04,330,0.0755287009063444,27,No
PRV53013,2,2630,1315.0,2,2009-02-13,2009-07-08,145,0.0136986301369863,176,No
PRV53014,7,480,68.57142857142857,7,2009-02-08,2009-12-17,312,0.022364217252396165,14,No
PRV53015,7,1100,157.14285714285714,6,2009-01-25,2009-10-17,265,0.02631578947368421,75,No
PRV53016,23,14530,631.7391304347826,17,2009-01-07,2009-11-30,327,0.0701219512195122,31,No
PRV53017,7,900,128.57142857142858,3,2009-01-10,2009-11-28,322,0.021671826625386997,33,No
PRV53018,29,10040,346.2068965517241,18,2009-01-10,2009-12-26,350,0.08262108262108261,5,No
PRV53019,11,4790,435.45454545454544,10,2009-01-18,2009-12-09,325,0.03374233128834356,22,No
PRV53021,6,430,71.66666666666667,5,2009-05-17,2009-11-05,172,0.03468208092485549,56,Yes
PRV53024,18,2620,145.55555555555554,14,2009-01-10,2009-12-06,330,0.054380664652567974,25,No
PRV53025,43,8250,191.86046511627907,18,2009-01-06,2009-12-28,356,0.12044817927170869,3,No
PRV53026,18,5330,296.1111111111111,13,2009-01-22,2009-12-31,343,0.05232558139534884,0,No
PRV53027,4,500,125.0,3,2009-06-05,2009-12-16,194,0.020512820512820513,15,No
PRV53028,3,300,100.0,3,2009-04-15,2009-12-05,234,0.01276595744680851,26,No
PRV53029,8,960,120.0,7,2009-01-03,2009-11-08,309,0.025806451612903226,53,No
PRV53031,4,830,207.5,4,2009-01-19,2009-07-11,173,0.022988505747126436,173,No
PRV53032,15,4150,276.6666666666667,12,2009-02-19,2009-12-31,315,0.04746835443037975,0,No
PRV53034,2,3400,1700.0,2,2009-04-24,2009-07-01,68,0.028985507246376812,183,No
PRV53035,19,3920,206.31578947368422,17,2009-02-06,2009-12-17,314,0.06031746031746032,14,No
PRV53036,94,29320,311.9148936170213,56,2009-01-08,2009-12-20,346,0.27089337175792505,11,No
PRV53037,6,440,73.33333333333333,6,2009-01-29,2009-09-13,227,0.02631578947368421,109,No
PRV53038,20,10510,525.5,6,2009-02-09,2009-12-25,319,0.0625,6,No
PRV53040,8,750,93.75,7,2009-01-06,2009-12-27,355,0.02247191011235955,4,No
PRV53042,29,5400,186.20689655172413,27,2009-01-17,2009-12-31,348,0.0830945558739255,0,No
PRV53043,43,26170,608.6046511627907,19,2008-12-27,2009-12-30,368,0.11653116531165311,1,No
PRV53044,47,10270,218.51063829787233,35,2008-12-23,2009-12-24,366,0.12806539509536785,7,No
PRV53045,160,54010,337.5625,68,2008-12-21,2009-12-27,371,0.43010752688172044,4,No
PRV53047,65,11470,176.46153846153845,29,2009-01-03,2009-12-24,355,0.18258426966292135,7,No
PRV53048,6,5580,930.0,5,2009-05-19,2009-11-03,168,0.03550295857988166,58,No
PRV53050,5,630,126.0,5,2009-01-19,2009-11-16,301,0.016556291390728478,45,No
PRV53052,6,1200,200.0,5,2009-01-25,2009-11-28,307,0.01948051948051948,33,No
PRV53054,40,10190,254.75,20,2009-01-06,2009-12-27,355,0.11235955056179775,4,No
PRV53055,58,16460,283.7931034482759,25,2008-12-20,2009-12-14,359,0.16111111111111112,17,No
PRV53056,29,6080,209.6551724137931,19,2009-01-17,2009-12-27,344,0.08405797101449275,4,No
PRV53057,43,17340,403.25581395348837,27,2009-01-07,2009-12-27,354,0.12112676056338029,4,No
PRV53059,28,11920,425.7142857142857,19,2009-02-08,2009-12-11,306,0.09120521172638436,20,No
PRV53062,2,140,70.0,2,2009-03-20,2009-12-24,279,0.007142857142857143,7,No
PRV53063,1,400,400.0,1,2009-09-28,2009-09-28,0,1.0,94,No
PRV53064,29,6100,210.3448275862069,23,2009-01-07,2009-12-01,328,0.08814589665653495,30,No
PRV53065,30,5370,179.0,25,2009-01-05,2009-12-25,354,0.08450704225352113,6,No
PRV53066,7,1220,174.28571428571428,5,2009-01-25,2009-11-27,306,0.02280130293159609,34,No
PRV53067,11,4270,388.1818181818182,9,2009-02-11,2009-11-14,276,0.039711191335740074,47,No
PRV53069,9,1830,203.33333333333334,9,2009-01-12,2009-12-01,323,0.027777777777777776,30,No
PRV53070,7,450,64.28571428571429,6,2009-01-19,2009-12-06,321,0.021739130434782608,25,No
PRV53071,24,12230,509.5833333333333,19,2009-01-14,2009-12-06,326,0.07339449541284404,25,No
PRV53072,13,2260,173.84615384615384,13,2009-01-06,2009-12-16,344,0.03768115942028986,15,No
PRV53073,9,1020,113.33333333333333,5,2009-01-06,2009-12-15,343,0.02616279069767442,16,No
PRV53074,134,33500,250.0,57,2009-01-01,2009-12-20,353,0.3785310734463277,11,No
PRV53075,2,1780,890.0,2,2009-05-11,2009-10-05,147,0.013513513513513514,87,No
PRV53076,75,21930,292.4,34,2009-01-06,2009-12-30,358,0.20891364902506965,1,No
PRV53077,90,29470,327.44444444444446,67,2009-01-06,2009-12-28,356,0.25210084033613445,3,No
PRV53078,34,9440,277.6470588235294,27,2009-01-10,2009-12-12,336,0.10089020771513353,19,No
PRV53079,1,50,50.0,1,2009-05-27,2009-05-27,0,1.0,218,No
PRV53081,7,1720,245.71428571428572,6,2009-02-14,2009-12-08,297,0.02348993288590604,23,No
PRV53083,1,10,10.0,1,2009-04-16,2009-04-16,0,1.0,259,No
PRV53084,1,100,100.0,1,2009-03-09,2009-03-09,0,1.0,297,No
PRV53085,2,640,320.0,2,2009-01-19,2009-06-20,152,0.013071895424836602,194,No
PRV53086,4,1060,265.0,4,2008-12-17,2009-10-02,289,0.013793103448275862,90,No
PRV53087,28,8880,317.14285714285717,16,2009-01-27,2009-12-30,337,0.08284023668639054,1,No
PRV53090,142,43050,303.16901408450707,64,2008-12-20,2009-12-24,369,0.3837837837837838,7,No
PRV53095,1,100,100.0,1,2009-06-21,2009-06-21,0,1.0,193,No
PRV53096,91,42240,464.1758241758242,78,2009-01-07,2009-12-25,352,0.2577903682719547,6,No
PRV53099,2,220,110.0,2,2009-01-31,2009-08-24,205,0.009708737864077669,129,No
PRV53100,97,25460,262.4742268041237,59,2009-01-02,2009-12-29,361,0.26795580110497236,2,No
PRV53101,3,260,86.66666666666667,3,2009-01-25,2009-12-08,317,0.009433962264150943,23,No
PRV53102,15,4560,304.0,12,2009-01-12,2009-12-27,349,0.04285714285714286,4,No
PRV53103,58,8710,150.17241379310346,48,2009-01-12,2009-12-29,351,0.16477272727272727,2,No
PRV53104,44,12500,284.09090909090907,34,2009-01-07,2009-12-28,355,0.12359550561797752,3,No
PRV53106,31,6500,209.67741935483872,23,2009-01-04,2009-12-10,340,0.09090909090909091,21,Yes
PRV53107,3,200,66.66666666666667,3,2009-04-17,2009-12-15,242,0.012345679012345678,16,No
PRV53108,34,8030,236.1764705882353,30,2009-01-01,2009-12-31,364,0.09315068493150686,0,No
PRV53109,19,2840,149.47368421052633,16,2009-01-20,2009-12-28,342,0.05539358600583091,3,No
PRV53110,19,4340,228.42105263157896,17,2009-01-10,2009-11-14,308,0.061488673139158574,47,No
PRV53111,17,5330,313.52941176470586,16,2009-01-16,2009-12-27,345,0.049132947976878616,4,No
PRV53113,62,17480,281.93548387096774,52,2008-12-18,2009-12-28,375,0.16489361702127658,3,No
PRV53114,11,90530,8230.0,10,2009-02-26,2009-12-22,299,0.03666666666666667,9,Yes
PRV53116,38,7780,204.73684210526315,25,2009-01-04,2009-12-19,349,0.10857142857142857,12,No
PRV53117,184,77140,419.2391304347826,132,2008-12-18,2009-12-25,372,0.4932975871313673,6,No
PRV53119,11,1310,119.0909090909091,8,2009-01-04,2009-11-16,316,0.03470031545741325,45,Yes
PRV53120,45,10980,244.0,40,2008-12-25,2009-12-31,371,0.12096774193548387,0,No
PRV53121,399,112490,281.9298245614035,224,2008-12-12,2009-12-31,384,1.0363636363636364,0,Yes
PRV53122,17,5880,345.88235294117646,14,2009-03-06,2009-12-25,294,0.0576271186440678,6,No
PRV53123,92,34300,372.82608695652175,63,2008-12-27,2009-12-29,367,0.25,2,No
PRV53124,34,6040,177.64705882352942,31,2009-02-04,2009-12-30,329,0.10303030303030303,1,No
PRV53125,1,500,500.0,1,2009-05-29,2009-05-29,0,1.0,216,No
PRV53126,26,9070,348.84615384615387,19,2008-12-21,2009-12-21,365,0.07103825136612021,10,No
PRV53127,83,16560,199.51807228915663,49,2009-01-04,2009-12-27,357,0.23184357541899442,4,No
PRV53128,24,13440,560.0,14,2008-12-13,2009-11-28,350,0.06837606837606838,33,No
PRV53129,35,6720,192.0,29,2009-01-04,2009-12-31,361,0.09668508287292818,0,No
PRV53131,6,1280,213.33333333333334,6,2009-01-10,2009-10-14,277,0.02158273381294964,78,No
PRV53133,108,31310,289.9074074074074,76,2009-01-04,2009-12-27,357,0.3016759776536313,4,No
PRV53134,10,4030,403.0,8,2009-02-11,2009-12-09,301,0.033112582781456956,22,No
PRV53136,31,8940,288.38709677419354,28,2009-01-11,2009-11-12,305,0.10130718954248366,49,Yes
PRV53137,22,5700,259.09090909090907,19,2009-02-09,2009-12-24,318,0.06896551724137931,7,No
PRV53138,8,1300,162.5,8,2009-02-03,2009-11-01,271,0.029411764705882353,60,No
PRV53139,6,650,108.33333333333333,6,2009-03-01,2009-10-31,244,0.024489795918367346,61,No
PRV53140,15,1700,113.33333333333333,14,2009-01-27,2009-10-18,264,0.05660377358490566,74,No
PRV53141,51,9650,189.2156862745098,48,2009-01-02,2009-12-31,363,0.1401098901098901,0,No
PRV53142,53,13190,248.8679245283019,49,2008-12-26,2009-12-18,357,0.14804469273743018,13,Yes
PRV53143,5,1530,306.0,3,2009-05-18,2009-12-14,210,0.023696682464454975,17,No
PRV53144,26,5160,198.46153846153845,24,2009-01-03,2009-12-22,353,0.07344632768361582,9,No
PRV53145,96,25200,262.5,85,2008-12-30,2009-12-30,365,0.26229508196721313,1,No
PRV53147,8,4670,583.75,8,2009-01-19,2009-12-23,338,0.02359882005899705,8,No
PRV53148,6,700,116.66666666666667,6,2009-02-12,2009-12-30,321,0.018633540372670808,1,No
PRV53149,46,11590,251.95652173913044,20,2009-01-01,2009-12-30,363,0.12637362637362637,1,No
PRV53150,9,2380,264.44444444444446,4,2009-01-16,2009-12-23,341,0.02631578947368421,8,No
PRV53151,22,4170,189.54545454545453,17,2009-01-04,2009-12-19,349,0.06285714285714286,12,No
PRV53153,13,5210,400.7692307692308,13,2009-02-26,2009-12-31,308,0.042071197411003236,0,No
PRV53154,38,15960,420.0,10,2009-01-08,2009-12-19,345,0.10982658959537572,12,No
PRV53156,10,6260,626.0,7,2009-01-08,2009-12-12,338,0.029498525073746312,19,No
PRV53157,2,2190,1095.0,2,2009-02-25,2009-05-10,74,0.02666666666666667,235,No
PRV53158,6,700,116.66666666666667,6,2009-03-01,2009-12-20,294,0.020338983050847456,11,No
PRV53159,20,3950,197.5,8,2009-01-05,2009-12-01,330,0.06042296072507553,30,No
PRV53161,2,70,35.0,2,2009-03-25,2009-06-03,70,0.028169014084507043,211,No
PRV53162,2,900,450.0,2,2009-08-30,2009-12-20,112,0.017699115044247787,11,No
PRV53163,8,400,50.0,3,2009-01-08,2009-11-14,310,0.02572347266881029,47,No
PRV53164,18,3870,215.0,15,2009-01-18,2009-12-08,324,0.055384615384615386,23,No
PRV53166,16,3090,193.125,16,2009-01-02,2009-12-18,350,0.045584045584045586,13,No
PRV53167,3,1770,590.0,3,2009-03-30,2009-08-22,145,0.02054794520547945,131,No
PRV53168,2,2070,1035.0,2,2009-03-10,2009-04-12,33,0.058823529411764705,263,No
PRV53169,3,160,53.333333333333336,3,2009-08-30,2009-12-31,123,0.024193548387096774,0,No
PRV53171,15,8310,554.0,5,2008-12-20,2009-12-29,374,0.04,2,No
PRV53172,1,80,80.0,1,2009-05-30,2009-05-30,0,1.0,215,No
PRV53173,32,9470,295.9375,18,2009-01-07,2009-12-16,343,0.09302325581395349,15,No
PRV53174,4,240,60.0,3,2009-06-18,2009-12-30,195,0.02040816326530612,1,No
PRV53175,7,670,95.71428571428571,7,2009-01-29,2009-09-09,223,0.03125,113,No
PRV53176,26,4850,186.53846153846155,11,2009-01-14,2009-12-11,331,0.0783132530120482,20,No
PRV53177,12,1390,115.83333333333333,10,2009-01-20,2009-10-06,259,0.046153846153846156,86,No
PRV53178,4,600,150.0,4,2009-02-19,2009-06-17,118,0.03361344537815126,197,No
PRV53179,17,5730,337.05882352941177,17,2009-01-02,2009-12-22,354,0.04788732394366197,9,No
PRV53180,5,3010,602.0,4,2009-02-09,2009-11-13,277,0.017985611510791366,48,No
PRV53182,2,100,50.0,2,2009-02-04,2009-06-16,132,0.015037593984962405,198,No
PRV53186,7,4700,671.4285714285714,6,2009-02-11,2009-09-20,221,0.03153153153153153,102,No
PRV53187,3,180,60.0,3,2009-01-29,2009-07-07,159,0.01875,177,No
PRV53188,7,950,135.71428571428572,6,2009-02-11,2009-08-06,176,0.03954802259887006,147,No
PRV53189,16,7670,479.375,13,2009-01-11,2009-12-24,347,0.04597701149425287,7,No
PRV53191,14,3230,230.71428571428572,3,2009-01-01,2009-10-23,295,0.0472972972972973,69,No
PRV53192,113,33050,292.4778761061947,42,2009-01-02,2009-12-28,360,0.31301939058171746,3,No
PRV53194,24,21780,907.5,12,2009-02-11,2009-12-16,308,0.07766990291262135,15,No
PRV53196,11,1200,109.0909090909091,7,2009-02-09,2009-11-22,286,0.03832752613240418,39,No
PRV53197,3,430,143.33333333333334,3,2009-01-08,2009-10-05,270,0.01107011070110701,87,No
PRV53198,5,190,38.0,4,2009-01-31,2009-10-23,265,0.018796992481203006,69,No
PRV53201,12,12420,1035.0,7,2009-03-11,2009-09-10,183,0.06521739130434782,112,No
PRV53202,4,510,127.5,4,2009-01-30,2009-03-31,60,0.06557377049180328,275,No
PRV53203,4,330,82.5,4,2009-01-19,2009-07-07,169,0.023529411764705882,177,No
PRV53204,4,760,190.0,4,2009-04-15,2009-10-08,176,0.022598870056497175,84,No
PRV53205,13,1280,98.46153846153847,9,2009-01-01,2009-12-05,338,0.038348082595870206,26,No
PRV53206,2,570,285.0,2,2009-01-13,2009-07-23,191,0.010416666666666666,161,No
PRV53207,8,360,45.0,6,2009-01-02,2009-10-27,298,0.026755852842809364,65,No
PRV53208,16,3000,187.5,12,2009-01-12,2009-12-26,348,0.045845272206303724,5,Yes
PRV53210,23,5520,240.0,21,2009-01-17,2009-12-20,337,0.06804733727810651,11,No
PRV53211,4,3460,865.0,3,2009-02-26,2009-11-24,271,0.014705882352941176,37,No
PRV53212,2,100,50.0,2,2009-03-17,2009-07-05,110,0.018018018018018018,179,No
PRV53213,18,6560,364.44444444444446,15,2009-01-31,2009-12-04,307,0.05844155844155844,27,No
PRV53214,16,4200,262.5,13,2009-02-21,2009-12-28,310,0.05144694533762058,3,No
PRV53215,10,1360,136.0,10,2009-01-17,2009-11-23,310,0.03215434083601286,38,No
PRV53216,77,16030,208.1818181818182,40,2009-01-02,2009-12-26,358,0.21448467966573817,5,No
PRV53217,4,1150,287.5,4,2009-01-25,2009-09-24,242,0.01646090534979424,98,No
PRV53218,9,2330,258.8888888888889,7,2009-03-25,2009-12-22,272,0.03296703296703297,9,No
PRV53221,13,6220,478.46153846153845,7,2009-04-29,2009-12-10,225,0.05752212389380531,21,No
PRV53222,36,7130,198.05555555555554,20,2009-01-09,2009-12-28,353,0.1016949152542373,3,No
PRV53223,21,10260,488.57142857142856,16,2009-01-03,2009-12-15,346,0.06051873198847262,16,No
PRV53224,10,1560,156.0,10,2009-01-31,2009-12-19,322,0.030959752321981424,12,No
PRV53227,54,12130,224.62962962962962,44,2009-01-06,2009-12-21,349,0.15428571428571428,10,No
PRV53228,1,600,600.0,1,2009-06-04,2009-06-04,0,1.0,210,No
PRV53229,109,26350,241.74311926605503,57,2008-12-26,2009-12-15,354,0.30704225352112674,16,No
PRV53230,43,13790,320.69767441860466,35,2009-01-03,2009-12-17,348,0.12320916905444126,14,No
PRV53232,43,20510,476.9767441860465,24,2009-01-09,2009-12-24,349,0.12285714285714286,7,No
PRV53235,2,170,85.0,2,2009-07-18,2009-09-21,65,0.030303030303030304,101,No
PRV53237,5,1000,200.0,5,2009-03-24,2009-12-19,270,0.01845018450184502,12,No
PRV53238,145,42040,289.9310344827586,128,2008-12-12,2009-12-29,382,0.3785900783289817,2,No
PRV53239,70,22280,318.2857142857143,59,2008-12-18,2009-12-22,369,0.1891891891891892,9,No
PRV53240,5,1860,372.0,4,2009-01-09,2009-08-03,206,0.024154589371980676,150,No
PRV53242,124,26960,217.41935483870967,105,2009-01-07,2009-12-31,358,0.34540389972144847,0,Yes
PRV53243,52,10890,209.42307692307693,44,2009-01-07,2009-12-26,353,0.14689265536723164,5,No
PRV53244,344,100100,290.98837209302326,127,2008-12-22,2009-12-31,374,0.9173333333333333,0,No
PRV53245,97,28800,296.9072164948454,75,2009-01-18,2009-12-26,342,0.282798833819242,5,Yes
PRV53246,82,21890,266.9512195121951,77,2008-12-31,2009-12-25,359,0.22777777777777777,6,No
PRV53247,24,5390,224.58333333333334,22,2008-12-24,2009-12-13,354,0.0676056338028169,18,No
PRV53248,44,14100,320.45454545454544,32,2009-01-04,2009-12-16,346,0.12680115273775217,15,No
PRV53249,13,3410,262.3076923076923,11,2009-01-14,2009-12-22,342,0.037900874635568516,9,No
PRV53251,171,53980,315.67251461988303,99,2009-01-01,2009-12-31,364,0.4684931506849315,0,No
PRV53252,53,7740,146.03773584905662,24,2009-01-09,2009-12-26,351,0.15056818181818182,5,No
PRV53253,74,27460,371.0810810810811,65,2009-01-02,2009-12-30,362,0.20385674931129477,1,No
PRV53254,9,1190,132.22222222222223,9,2008-12-19,2009-12-14,360,0.024930747922437674,17,No
PRV53255,20,6700,335.0,19,2009-02-17,2009-12-16,302,0.066006600660066,15,No
PRV53256,230,73860,321.1304347826087,204,2008-12-18,2009-12-29,376,0.610079575596817,2,No
PRV53257,21,7630,363.3333333333333,18,2009-01-08,2009-12-23,349,0.06,8,No
PRV53258,55,11080,201.45454545454547,50,2009-01-04,2009-12-18,348,0.15759312320916904,13,No
PRV53259,141,40380,286.3829787234043,97,2009-01-01,2009-12-31,364,0.3863013698630137,0,No
PRV53260,112,22930,204.73214285714286,89,2009-01-02,2009-12-30,362,0.3085399449035813,1,No
PRV53261,140,31550,225.35714285714286,82,2008-12-16,2009-12-31,380,0.3674540682414698,0,No
PRV53262,86,30230,351.51162790697674,63,2009-01-07,2009-12-19,346,0.2478386167146974,12,No
PRV53265,55,12790,232.54545454545453,43,2009-01-06,2009-12-23,351,0.15625,8,Yes
PRV53266,131,52320,399.3893129770992,119,2008-12-26,2009-12-30,369,0.35405405405405405,1,Yes
PRV53268,50,14740,294.8,44,2009-01-03,2009-12-19,350,0.14245014245014245,12,No
PRV53269,255,64410,252.58823529411765,207,2008-12-24,2009-12-29,370,0.6873315363881402,2,Yes
PRV53272,15,7450,496.6666666666667,15,2009-02-26,2009-10-06,222,0.06726457399103139,86,No
PRV53274,23,3980,173.04347826086956,18,2009-01-02,2009-12-16,348,0.0659025787965616,15,No
PRV53276,208,60390,290.33653846153845,114,2009-01-04,2009-12-29,359,0.5777777777777777,2,No
PRV53277,24,7910,329.5833333333333,20,2009-01-02,2009-11-08,310,0.07717041800643087,53,Yes
PRV53279,23,3480,151.30434782608697,22,2009-01-02,2009-12-21,353,0.06497175141242938,10,No
PRV53280,14,1530,109.28571428571429,10,2009-02-02,2009-11-17,288,0.04844290657439446,44,No
PRV53281,26,4870,187.30769230769232,22,2009-01-01,2009-12-19,352,0.07365439093484419,12,No
PRV53282,23,5200,226.08695652173913,18,2009-01-11,2009-11-29,322,0.07120743034055728,32,No
PRV53283,67,31260,466.56716417910445,43,2008-12-25,2009-12-31,371,0.18010752688172044,0,No
PRV53284,114,30340,266.140350877193,62,2009-01-05,2009-12-31,360,0.3157894736842105,0,No
PRV53288,34,11490,337.94117647058823,33,2009-01-07,2009-12-05,332,0.1021021021021021,26,No
PRV53289,79,19110,241.8987341772152,51,2009-01-10,2009-12-31,355,0.22191011235955055,0,No
PRV53290,4,3730,932.5,3,2009-01-15,2009-06-03,139,0.02857142857142857,211,No
PRV53291,6,1840,306.6666666666667,5,2009-01-04,2009-11-04,304,0.019672131147540985,57,No
PRV53292,29,9410,324.48275862068965,25,2009-01-05,2009-11-25,324,0.08923076923076922,36,No
PRV53293,31,9010,290.64516129032256,23,2009-02-06,2009-12-31,328,0.09422492401215805,0,No
PRV53294,425,131850,310.2352941176471,191,2008-12-29,2009-12-28,364,1.1643835616438356,3,No
PRV53295,134,24290,181.26865671641792,113,2009-01-03,2009-12-30,361,0.3701657458563536,1,Yes
PRV53296,138,48540,351.7391304347826,106,2009-01-03,2009-12-25,356,0.3865546218487395,6,No
PRV53297,8,3300,412.5,8,2009-03-31,2009-12-01,245,0.032520325203252036,30,Yes
PRV53298,45,8950,198.88888888888889,45,2009-01-03,2009-12-19,350,0.1282051282051282,12,No
PRV53300,275,100050,363.8181818181818,216,2008-12-19,2009-12-31,377,0.7275132275132276,0,No
PRV53301,48,10490,218.54166666666666,39,2008-12-31,2009-12-24,358,0.13370473537604458,7,No
PRV53303,84,27980,333.0952380952381,53,2009-01-01,2009-12-28,361,0.23204419889502761,3,No
PRV53304,8,650,81.25,8,2009-02-26,2009-10-03,219,0.03636363636363636,89,No
PRV53305,11,5410,491.8181818181818,10,2009-01-01,2009-12-04,337,0.03254437869822485,27,No
PRV53306,64,12490,195.15625,28,2009-01-10,2009-12-27,351,0.18181818181818182,4,No
PRV53307,27,6430,238.14814814814815,25,2009-01-22,2009-11-27,309,0.08709677419354839,34,No
PRV53308,29,7520,259.3103448275862,17,2009-01-05,2009-11-23,322,0.08978328173374613,38,No
